Emp ID,Employee,Spy,Department,"Hiring Date, Salary & Bonus",Bonus,Current Status,City Emp ID,Extra columns,"mail.id, city, pin no & land no, Employment type, marital status, age, designation, gender "
EMP-642-A,PAMELA  ,De  ,SALES,31-05-2018  10000       ,500,Terminated  ,New York  EMP-410-C ,###,pamela@gmail.com           new york    NY        729965  WID-395   On Home       Married   29   Developer           Female
EMP-965-A,NATASHA ,Ex  ,finance,23-02-2023  10000   500 ,N/A,Inactive    ,Mumbai    EMP-106-B ,,natasha@gmail.com          mumbai      PARIS     464587  WID-950   Full-Time     Single    45   Executive           Female
EMP-633-C,JOSEPH  ,Ma  ,LOGISTICS,08-07-2015  12000   500 ,,On Leave    ,Mumbai    EMP-230-C ,,joseph@gmail.com           mumbai      NY        916631  WID-289   Full-Time     Single    29   Manager             Male
EMP-944-B,julie   ,De  ,it,17-09-2022  12000       ,N/A,Terminated  ,Tokyo     EMP-849-A ,,julie@gmail.com            tokyo       TOKYO     681061  WID-732   Contract      Married   32   Developer           Female
EMP-737-A,GEORGE  ,Sp  ,LOGISTICS,18-09-2023  12000   500 ,1000$,On Leave    ,Paris     EMP-829-B ,,george@gmail.com           paris       MAH       486131  WID-203   Intern        Single    37   Specialist          Male
EMP-649-B,MARIA   ,Sp  ,it,24-08-2010  10000   500 ,Two Hundred,On Leave    ,Tokyo     EMP-471-B ,Unnecessary,maria@gmail.com            tokyo       DELHI     382323  WID-713   Full-Time     Married   31   Specialist          Female
EMP-739-A,dustin  ,Sp  ,hr,26-01-2013  7000    500 ,Two Hundred,On Leave    ,Paris     EMP-994-C ,,dustin@gmail.com           paris       NY        473719  WID-849   On Home       Married   25   Specialist          Male
EMP-599-A,AMY     ,Sp  ,sales,08-05-2021  7000    300 ,500,Inactive    ,Mumbai    EMP-441-A ,###,amy@gmail.com              mumbai      DELHI     655589  WID-600   Hybrid        Single    25   Specialist          Female
EMP-352-B,AMANDA  ,Ex  ,hr,14-03-2023  12000       ,,On Leave    ,Tokyo     EMP-286-B ,Unnecessary,amanda@gmail.com           tokyo       TOKYO     283587  WID-138   Hybrid        Married   50   Executive           Female
EMP-727-C,CARRIE  ,An  ,it,23-02-2013  12000   300 ,500,Terminated  ,Mumbai    EMP-392-C ,,carrie@gmail.com           mumbai      DELHI     290357  WID-545   Part-Time     Married   32   Analyst             Female
EMP-402-B,Alexandra,De  ,SALES,02-08-2024  7000        ,500,Terminated  ,Mumbai    EMP-846-A ,,alexandra@gmail.com        mumbai      PARIS     212596  WID-594   Hybrid        Single    40   Developer           Female
EMP-745-C,Jessica ,Ex  ,finance,28-04-2025  12000   500 ,300,Terminated  ,Paris     EMP-608-A ,Unnecessary,jessica@gmail.com          paris       NY        721270  WID-852   Intern        Married   27   Executive           Female
EMP-837-B,jesse   ,Ex  ,finance,10-07-2022  10000   500 ,Two Hundred,Terminated  ,Mumbai    EMP-719-C ,,jesse@gmail.com            mumbai      TOKYO     739202  WID-363   Intern        Married   23   Executive           Male
EMP-850-A,RONALD  ,An  ,hr,25-02-2020  12000       ,1000$,Inactive    ,Tokyo     EMP-591-A ,RemoveMe,ronald@gmail.com           tokyo       PARIS     271678  WID-691   Full-Time     Single    32   Analyst             Male
EMP-529-C,Jonathan,De  ,sales,27-06-2022  10000       ,1000$,Inactive    ,Tokyo     EMP-394-A ,RemoveMe,jonathan@gmail.com         tokyo       PARIS     914197  WID-766   Contract      Married   38   Developer           Male
EMP-845-B,Crystal ,De  ,sales,01-02-2013  12000   300 ,Two Hundred,On Leave    ,Tokyo     EMP-943-B ,###,crystal@gmail.com          tokyo       PARIS     877935  WID-436   On Home       Married   38   Developer           Female
EMP-345-C,DILLON  ,Ma  ,finance,26-12-2011  7000    500 ,Two Hundred,Terminated  ,Tokyo     EMP-848-C ,###,dillon@gmail.com           tokyo       NY        666700  WID-723   On Home       Single    38   Manager             Male
EMP-609-A,KELLY   ,Ma  ,it,19-07-2012  7000    500 ,300,Terminated  ,Tokyo     EMP-406-B ,,kelly@gmail.com            tokyo       TOKYO     897493  WID-436   Full-Time     Married   37   Manager             Female
EMP-874-B,Natalie ,Ma  ,SALES,26-03-2017  12000   300 ,,On Leave    ,Mumbai    EMP-314-C ,###,natalie@gmail.com          mumbai      DELHI     185895  WID-614   Contract      Married   46   Manager             Female
EMP-321-A,Lisa    ,Sp  ,SALES,22-02-2014  7000    500 ,,Terminated  ,Tokyo     EMP-940-A ,Unnecessary,lisa@gmail.com             tokyo       DELHI     705125  WID-855   Hybrid        Single    36   Specialist          Female
EMP-892-B,jenna   ,An  ,sales,30-05-2024  12000       ,300,Terminated  ,New York  EMP-312-A ,,jenna@gmail.com            new york    TOKYO     880679  WID-942   Contract      Single    32   Analyst             Female
EMP-945-B,Nichole ,Sp  ,LOGISTICS,08-12-2019  12000   300 ,500,On Leave    ,Mumbai    EMP-120-C ,,nichole@gmail.com          mumbai      NY        712885  WID-862   Full-Time     Single    47   Specialist          Female
EMP-333-C,LARRY   ,Ex  ,LOGISTICS,25-09-2011  7000    300 ,Two Hundred,Inactive    ,New York  EMP-237-C ,RemoveMe,larry@gmail.com            new york    PARIS     547314  WID-986   Contract      Married   45   Executive           Male
EMP-972-C,Robert  ,Sp  ,finance,22-05-2018  7000    300 ,500,Inactive    ,Delhi     EMP-834-A ,Unnecessary,robert@gmail.com           delhi       TOKYO     322484  WID-143   Contract      Married   31   Specialist          Male
EMP-153-C,john    ,Sp  ,it,10-07-2021  10000   300 ,1000$,Inactive    ,Tokyo     EMP-310-B ,,john@gmail.com             tokyo       NY        823734  WID-875   Intern        Single    28   Specialist          Male
EMP-596-B,Maria   ,Ex  ,sales,29-06-2024  12000   500 ,Two Hundred,Terminated  ,Mumbai    EMP-161-C ,Unnecessary,maria@gmail.com            mumbai      TOKYO     887769  WID-107   On Home       Married   49   Executive           Female
EMP-829-A,james   ,De  ,it,08-05-2011  7000        ,300,Inactive    ,Mumbai    EMP-766-B ,,james@gmail.com            mumbai      DELHI     695695  WID-981   Intern        Married   37   Developer           Male
EMP-350-C,regina  ,Ma  ,hr,03-06-2021  12000   300 ,500,Terminated  ,Paris     EMP-502-C ,,regina@gmail.com           paris       MAH       609774  WID-728   Full-Time     Single    37   Manager             Female
EMP-676-A,JESSICA ,An  ,LOGISTICS,05-01-2015  7000        ,N/A,Inactive    ,New York  EMP-519-A ,RemoveMe,jessica@gmail.com          new york    NY        496058  WID-451   Part-Time     Married   24   Analyst             Female
EMP-140-B,ASHLEY  ,Ma  ,hr,29-09-2011  10000       ,,On Leave    ,Delhi     EMP-813-B ,###,ashley@gmail.com           delhi       TOKYO     957877  WID-431   On Home       Single    49   Manager             Female
EMP-662-A,heidi   ,Sp  ,finance,02-09-2023  10000   300 ,N/A,On Leave    ,Delhi     EMP-785-C ,,heidi@gmail.com            delhi       MAH       376885  WID-659   Full-Time     Single    22   Specialist          Female
EMP-124-A,sarah   ,De  ,sales,24-11-2010  10000   300 ,1000$,On Leave    ,Tokyo     EMP-369-C ,,sarah@gmail.com            tokyo       DELHI     891651  WID-365   On Home       Married   38   Developer           Female
EMP-345-C,CYNTHIA ,An  ,sales,10-03-2013  12000   300 ,N/A,Terminated  ,Tokyo     EMP-528-B ,,cynthia@gmail.com          tokyo       DELHI     630219  WID-511   Contract      Single    27   Analyst             Female
EMP-189-C,kimberly,Sp  ,finance,13-07-2011  7000    500 ,500,On Leave    ,Mumbai    EMP-650-C ,RemoveMe,kimberly@gmail.com         mumbai      PARIS     306093  WID-564   Part-Time     Married   30   Specialist          Female
EMP-107-B,Christy ,Ma  ,LOGISTICS,10-08-2010  10000   300 ,300,On Leave    ,New York  EMP-894-C ,###,christy@gmail.com          new york    PARIS     628353  WID-884   Full-Time     Single    40   Manager             Female
EMP-613-B,NICOLE  ,De  ,SALES,05-09-2015  10000   500 ,Two Hundred,Terminated  ,Paris     EMP-327-C ,,nicole@gmail.com           paris       TOKYO     114600  WID-339   Part-Time     Married   36   Developer           Female
EMP-147-B,CODY    ,An  ,finance,07-11-2013  7000    300 ,,On Leave    ,Tokyo     EMP-457-A ,###,cody@gmail.com             tokyo       DELHI     233920  WID-624   On Home       Married   39   Analyst             Male
EMP-408-A,mark    ,Ex  ,sales,21-12-2010  12000   300 ,1000$,On Leave    ,Paris     EMP-770-A ,Unnecessary,mark@gmail.com             paris       DELHI     784062  WID-983   Part-Time     Single    45   Executive           Male
EMP-626-A,cynthia ,Ma  ,SALES,13-11-2011  12000       ,Two Hundred,Terminated  ,Paris     EMP-120-A ,RemoveMe,cynthia@gmail.com          paris       DELHI     838359  WID-824   On Home       Married   48   Manager             Female
EMP-941-B,William ,Ex  ,finance,11-01-2020  12000   500 ,,Terminated  ,Paris     EMP-960-C ,,william@gmail.com          paris       MAH       746054  WID-758   Full-Time     Single    44   Executive           Male
EMP-303-B,Andrew  ,Ex  ,it,12-11-2023  7000        ,Two Hundred,Terminated  ,Tokyo     EMP-128-C ,,andrew@gmail.com           tokyo       NY        368183  WID-847   On Home       Married   34   Executive           Male
EMP-686-A,JOHN    ,Sp  ,sales,28-03-2011  10000       ,N/A,On Leave    ,New York  EMP-912-A ,###,john@gmail.com             new york    PARIS     806162  WID-289   Contract      Single    42   Specialist          Male
EMP-469-C,ernest  ,Ma  ,finance,02-09-2015  7000        ,Two Hundred,Inactive    ,Tokyo     EMP-136-A ,###,ernest@gmail.com           tokyo       DELHI     325561  WID-412   Intern        Married   34   Manager             Male
EMP-657-C,ALEJANDRA,An  ,finance,27-06-2016  12000   500 ,,Terminated  ,New York  EMP-157-A ,,alejandra@gmail.com        new york    MAH       930915  WID-897   Full-Time     Single    46   Analyst             Female
EMP-381-A,nicole  ,Ma  ,finance,11-03-2017  10000   500 ,N/A,Inactive    ,Paris     EMP-519-C ,###,nicole@gmail.com           paris       MAH       734299  WID-697   Full-Time     Single    37   Manager             Female
EMP-606-B,JONATHAN,De  ,sales,09-10-2015  7000        ,,On Leave    ,Mumbai    EMP-917-C ,Unnecessary,jonathan@gmail.com         mumbai      PARIS     193821  WID-112   Full-Time     Married   36   Developer           Male
EMP-705-B,Paul    ,Ex  ,LOGISTICS,07-10-2022  12000       ,300,On Leave    ,Delhi     EMP-309-C ,RemoveMe,paul@gmail.com             delhi       DELHI     179241  WID-932   Intern        Single    37   Executive           Male
EMP-526-C,HEATHER ,Ma  ,hr,15-08-2012  7000    500 ,500,On Leave    ,Paris     EMP-991-C ,Unnecessary,heather@gmail.com          paris       PARIS     697142  WID-892   Contract      Married   25   Manager             Female
EMP-398-A,michael ,De  ,LOGISTICS,29-01-2012  10000   300 ,300,Terminated  ,Paris     EMP-516-A ,###,michael@gmail.com          paris       MAH       478059  WID-248   Part-Time     Married   27   Developer           Male
EMP-618-B,Gary    ,Ma  ,it,13-01-2023  12000       ,Two Hundred,On Leave    ,Paris     EMP-319-C ,,gary@gmail.com             paris       MAH       117844  WID-376   Full-Time     Single    45   Manager             Male
EMP-977-A,Kathy   ,De  ,sales,18-12-2018  12000       ,Two Hundred,On Leave    ,New York  EMP-123-A ,Unnecessary,kathy@gmail.com            new york    TOKYO     431146  WID-790   Part-Time     Married   33   Developer           Female
EMP-724-B,ROBERT  ,De  ,it,22-12-2012  12000   300 ,300,On Leave    ,New York  EMP-937-B ,RemoveMe,robert@gmail.com           new york    TOKYO     461702  WID-837   Hybrid        Single    30   Developer           Male
EMP-864-C,ALLISON ,Ma  ,LOGISTICS,18-12-2023  7000    500 ,1000$,On Leave    ,Delhi     EMP-688-C ,###,allison@gmail.com          delhi       DELHI     524257  WID-213   Contract      Single    39   Manager             Female
EMP-366-B,janet   ,An  ,hr,24-05-2020  7000        ,,Terminated  ,Tokyo     EMP-229-A ,RemoveMe,janet@gmail.com            tokyo       NY        382312  WID-574   Intern        Single    38   Analyst             Female
EMP-645-C,sheila  ,An  ,sales,21-01-2011  12000   300 ,300,Inactive    ,Mumbai    EMP-940-C ,RemoveMe,sheila@gmail.com           mumbai      NY        405739  WID-670   Full-Time     Single    37   Analyst             Female
EMP-482-A,dylan   ,Ma  ,LOGISTICS,30-12-2012  10000       ,500,On Leave    ,New York  EMP-854-C ,,dylan@gmail.com            new york    TOKYO     755703  WID-882   Hybrid        Single    45   Manager             Male
EMP-370-C,michael ,Sp  ,LOGISTICS,05-10-2011  7000    300 ,Two Hundred,Inactive    ,Paris     EMP-547-B ,Unnecessary,michael@gmail.com          paris       TOKYO     653421  WID-559   Full-Time     Single    40   Specialist          Male
EMP-324-C,stacey  ,Ex  ,SALES,03-01-2012  12000       ,500,On Leave    ,Delhi     EMP-167-A ,,stacey@gmail.com           delhi       MAH       115251  WID-304   On Home       Married   26   Executive           Female
EMP-911-A,TIFFANY ,Ex  ,hr,11-05-2014  10000       ,N/A,On Leave    ,Delhi     EMP-118-C ,RemoveMe,tiffany@gmail.com          delhi       DELHI     522897  WID-631   Intern        Single    44   Executive           Female
EMP-253-B,Stephen ,An  ,LOGISTICS,27-02-2024  7000    500 ,1000$,On Leave    ,Delhi     EMP-633-C ,,stephen@gmail.com          delhi       TOKYO     525925  WID-886   Hybrid        Single    25   Analyst             Male
EMP-564-C,Michael ,De  ,sales,25-10-2012  12000       ,,Inactive    ,Mumbai    EMP-242-C ,,michael@gmail.com          mumbai      MAH       657771  WID-606   Part-Time     Married   43   Developer           Male
EMP-497-B,randy   ,An  ,sales,27-02-2013  10000   500 ,N/A,Inactive    ,Paris     EMP-656-A ,,randy@gmail.com            paris       PARIS     356842  WID-975   Hybrid        Married   34   Analyst             Male
EMP-109-C,WYATT   ,An  ,hr,14-12-2018  10000   300 ,1000$,Inactive    ,Paris     EMP-355-B ,###,wyatt@gmail.com            paris       MAH       648815  WID-221   Full-Time     Single    25   Analyst             Male
EMP-536-B,KELLI   ,An  ,SALES,26-10-2022  7000    300 ,500,Inactive    ,Paris     EMP-437-C ,,kelli@gmail.com            paris       PARIS     766812  WID-244   Hybrid        Married   28   Analyst             Female
EMP-405-A,LEE     ,Ex  ,it,28-04-2019  10000       ,Two Hundred,Terminated  ,Mumbai    EMP-522-B ,RemoveMe,lee@gmail.com              mumbai      PARIS     726241  WID-130   Intern        Married   41   Executive           Male
EMP-795-C,Tara    ,De  ,SALES,24-03-2016  10000       ,300,Terminated  ,New York  EMP-833-A ,Unnecessary,tara@gmail.com             new york    MAH       116810  WID-197   Full-Time     Single    45   Developer           Female
EMP-831-A,Jermaine,Ex  ,hr,26-08-2012  7000    500 ,,On Leave    ,Mumbai    EMP-557-C ,RemoveMe,jermaine@gmail.com         mumbai      TOKYO     135316  WID-885   Contract      Single    26   Executive           Male
EMP-203-A,gerald  ,Sp  ,it,19-07-2016  10000   300 ,N/A,On Leave    ,New York  EMP-908-B ,,gerald@gmail.com           new york    MAH       461172  WID-752   Part-Time     Married   29   Specialist          Male
EMP-427-B,MARCUS  ,Ma  ,SALES,01-10-2017  7000        ,,On Leave    ,Tokyo     EMP-890-C ,,marcus@gmail.com           tokyo       DELHI     819971  WID-242   Hybrid        Married   25   Manager             Male
EMP-641-C,Andrew  ,Sp  ,it,18-07-2022  7000    300 ,1000$,Terminated  ,Tokyo     EMP-393-C ,RemoveMe,andrew@gmail.com           tokyo       DELHI     730839  WID-987   Intern        Single    36   Specialist          Male
EMP-640-B,RAYMOND ,De  ,sales,05-01-2017  10000   300 ,,Terminated  ,Delhi     EMP-187-A ,,raymond@gmail.com          delhi       DELHI     194089  WID-675   Part-Time     Single    22   Developer           Male
EMP-307-A,DAVID   ,De  ,it,20-10-2020  7000    500 ,N/A,On Leave    ,Paris     EMP-228-A ,,david@gmail.com            paris       DELHI     550240  WID-770   Contract      Married   45   Developer           Male
EMP-168-C,LISA    ,Sp  ,it,04-01-2013  7000        ,,Terminated  ,Delhi     EMP-770-A ,Unnecessary,lisa@gmail.com             delhi       PARIS     501415  WID-247   Intern        Married   31   Specialist          Female
EMP-569-C,Keith   ,Sp  ,SALES,19-11-2018  12000   500 ,1000$,On Leave    ,Delhi     EMP-611-C ,Unnecessary,keith@gmail.com            delhi       PARIS     986407  WID-861   On Home       Single    37   Specialist          Male
EMP-369-A,ANNE    ,An  ,finance,03-09-2010  7000        ,500,Terminated  ,Delhi     EMP-519-C ,,anne@gmail.com             delhi       NY        232348  WID-273   Part-Time     Married   43   Analyst             Female
